Id,invoice_date,product,price_per_unit,units_sold,total_sales,operating_profit,operating_margin
4251,17/08/2021,Men's Street Footwear,23.00 ,176,"4,048 ","1,741 ",43%
4252,18/08/2021,Men's Athletic Footwear,32.00 ,163,"5,216 ","2,086 ",40%
4253,19/08/2021,Women's Street Footwear,34.00 ,119,"4,046 ","1,740 ",43%
4254,20/08/2021,Women's Athletic Footwear,32.00 ,128,"4,096 ","2,171 ",53%
4255,21/08/2021,Men's Apparel,38.00 ,75,"2,850 ",998 ,35%
4256,22/08/2021,Women's Apparel,32.00 ,140,"4,480 ","2,509 ",56%
4257,23/08/2021,Men's Street Footwear,29.00 ,182,"5,278 ","2,639 ",50%
4258,24/08/2021,Men's Athletic Footwear,39.00 ,169,"6,591 ","3,296 ",50%
4259,25/08/2021,Women's Street Footwear,28.00 ,145,"4,060 ","1,908 ",47%
4260,26/08/2021,Women's Athletic Footwear,32.00 ,116,"3,712 ","2,116 ",57%
4261,27/08/2021,Men's Apparel,38.00 ,81,"3,078 ","1,385 ",45%
4262,28/08/2021,Women's Apparel,32.00 ,135,"4,320 ","2,722 ",63%
4263,29/08/2021,Men's Street Footwear,18.00 ,182,"3,276 ","1,474 ",45%
4264,30/08/2021,Men's Athletic Footwear,28.00 ,175,"4,900 ","2,352 ",48%
4265,31/08/2021,Women's Street Footwear,25.00 ,152,"3,800 ","1,862 ",49%
4266,01/09/2021,Women's Athletic Footwear,29.00 ,128,"3,712 ","2,190 ",59%
4267,02/09/2021,Men's Apparel,34.00 ,85,"2,890 ","1,156 ",40%
4268,03/09/2021,Women's Apparel,29.00 ,156,"4,524 ","2,805 ",62%
4269,04/09/2021,Men's Street Footwear,19.00 ,195,"3,705 ","1,853 ",50%
4270,05/09/2021,Men's Athletic Footwear,29.00 ,194,"5,626 ","2,757 ",49%
4271,06/09/2021,Women's Street Footwear,24.00 ,175,"4,200 ","1,974 ",47%
4272,07/09/2021,Women's Athletic Footwear,34.00 ,154,"5,236 ","3,142 ",60%
4273,08/09/2021,Men's Apparel,49.00 ,131,"6,419 ","2,889 ",45%
4274,09/09/2021,Women's Apparel,43.00 ,224,"9,632 ","6,261 ",65%
4275,10/09/2021,Men's Street Footwear,41.00 ,224,"9,184 ","4,133 ",45%
4276,11/09/2021,Men's Athletic Footwear,49.00 ,200,"9,800 ","4,704 ",48%
4277,12/09/2021,Women's Street Footwear,44.00 ,176,"7,744 ","3,640 ",47%
4278,13/09/2021,Women's Athletic Footwear,43.00 ,174,"7,482 ","4,115 ",55%
4279,14/09/2021,Men's Apparel,45.00 ,145,"6,525 ","2,806 ",43%
4280,15/09/2021,Women's Apparel,53.00 ,263,"13,939 ","8,782 ",63%
4281,16/09/2021,Men's Street Footwear,41.00 ,231,"9,471 ","4,925 ",52%
4282,17/09/2021,Men's Athletic Footwear,48.00 ,215,"10,320 ","5,573 ",54%
4283,18/09/2021,Women's Street Footwear,44.00 ,254,"11,176 ","6,147 ",55%
4284,19/09/2021,Women's Athletic Footwear,43.00 ,150,"6,450 ","3,935 ",61%
4285,20/09/2021,Men's Apparel,47.00 ,167,"7,849 ","3,611 ",46%
4286,21/09/2021,Women's Apparel,54.00 ,255,"13,770 ","9,226 ",67%
4287,22/09/2021,Men's Street Footwear,49.00 ,208,"10,192 ","5,198 ",51%
4288,23/09/2021,Men's Athletic Footwear,53.00 ,208,"11,024 ","5,512 ",50%
4289,24/09/2021,Women's Street Footwear,46.00 ,273,"12,558 ","6,907 ",55%
4290,25/09/2021,Women's Athletic Footwear,47.00 ,147,"6,909 ","4,491 ",65%
4291,26/09/2021,Men's Apparel,53.00 ,142,"7,526 ","3,612 ",48%
4292,27/09/2021,Women's Apparel,56.00 ,233,"13,048 ","9,134 ",70%
4293,28/09/2021,Men's Street Footwear,53.00 ,181,"9,593 ","5,276 ",55%
4294,29/09/2021,Men's Athletic Footwear,54.00 ,176,"9,504 ","4,847 ",51%
4295,30/09/2021,Women's Street Footwear,59.00 ,203,"11,977 ","6,348 ",53%
4296,01/10/2021,Women's Athletic Footwear,56.00 ,126,"7,056 ","4,586 ",65%
4297,02/10/2021,Men's Apparel,53.00 ,135,"7,155 ","3,506 ",49%
4298,03/10/2021,Women's Apparel,48.00 ,203,"9,744 ","6,821 ",70%
4299,04/10/2021,Men's Street Footwear,39.00 ,156,"6,084 ","3,042 ",50%
4300,05/10/2021,Men's Athletic Footwear,38.00 ,169,"6,422 ","3,275 ",51%
4301,06/10/2021,Women's Street Footwear,41.00 ,144,"5,904 ","3,070 ",52%
4302,07/10/2021,Women's Athletic Footwear,41.00 ,111,"4,551 ","2,731 ",60%
4303,08/10/2021,Men's Apparel,36.00 ,100,"3,600 ","1,620 ",45%
4304,09/10/2021,Women's Apparel,45.00 ,161,"7,245 ","5,072 ",70%
4305,10/10/2021,Men's Street Footwear,38.00 ,181,"6,878 ","3,783 ",55%
4306,11/10/2021,Men's Athletic Footwear,37.00 ,218,"8,066 ","4,033 ",50%
4307,12/10/2021,Women's Street Footwear,63.00 ,176,"11,088 ","6,098 ",55%
4308,13/10/2021,Women's Athletic Footwear,59.00 ,145,"8,555 ","5,304 ",62%
4309,14/10/2021,Men's Apparel,56.00 ,138,"7,728 ","3,709 ",48%
4310,15/10/2021,Women's Apparel,67.00 ,176,"11,792 ","7,665 ",65%
4311,16/10/2021,Men's Street Footwear,59.00 ,223,"13,157 ","7,105 ",54%
4312,17/10/2021,Men's Athletic Footwear,56.00 ,231,"12,936 ","6,727 ",52%
4313,18/10/2021,Women's Street Footwear,62.00 ,189,"11,718 ","6,328 ",54%
4314,19/10/2021,Women's Athletic Footwear,59.00 ,173,"10,207 ","6,328 ",62%
4315,20/10/2021,Men's Apparel,58.00 ,158,"9,164 ","4,582 ",50%
4316,21/10/2021,Women's Apparel,65.00 ,233,"15,145 ","9,996 ",66%
4317,22/10/2021,Men's Street Footwear,44.00 ,111,"4,884 ","3,419 ",70%
4318,23/10/2021,Men's Athletic Footwear,41.00 ,68,"2,788 ","1,310 ",47%
4319,24/10/2021,Women's Street Footwear,33.00 ,56,"1,848 ",942 ,51%
4320,25/10/2021,Women's Athletic Footwear,38.00 ,19,722 ,368 ,51%
4321,26/10/2021,Men's Apparel,54.00 ,36,"1,944 ",875 ,45%
4322,27/10/2021,Women's Apparel,43.00 ,61,"2,623 ","1,154 ",44%
4323,28/10/2021,Men's Street Footwear,42.00 ,119,"4,998 ","3,349 ",67%
4324,29/10/2021,Men's Athletic Footwear,44.00 ,35,"1,540 ",739 ,48%
4325,30/10/2021,Women's Street Footwear,34.00 ,46,"1,564 ",813 ,52%
4326,31/10/2021,Women's Athletic Footwear,39.00 ,13,507 ,264 ,52%
4327,01/11/2021,Men's Apparel,51.00 ,36,"1,836 ",845 ,46%
4328,02/11/2021,Women's Apparel,44.00 ,68,"2,992 ","1,346 ",45%
4329,03/11/2021,Men's Street Footwear,49.00 ,120,"5,880 ","4,116 ",70%
4330,04/11/2021,Men's Athletic Footwear,47.00 ,38,"1,786 ",875 ,49%
4331,05/11/2021,Women's Street Footwear,36.00 ,51,"1,836 ",991 ,54%
4332,06/11/2021,Women's Athletic Footwear,43.00 ,8,344 ,175 ,51%
4333,07/11/2021,Men's Apparel,58.00 ,20,"1,160 ",464 ,40%
4334,08/11/2021,Women's Apparel,47.00 ,44,"2,068 ",724 ,35%
4335,09/11/2021,Men's Street Footwear,46.00 ,122,"5,612 ","3,536 ",63%
4336,10/11/2021,Men's Athletic Footwear,45.00 ,45,"2,025 ",851 ,42%
4337,11/11/2021,Women's Street Footwear,38.00 ,38,"1,444 ",664 ,46%
4338,12/11/2021,Women's Athletic Footwear,42.00 ,20,840 ,386 ,46%
4339,13/11/2021,Men's Apparel,55.00 ,22,"1,210 ",508 ,42%
4340,14/11/2021,Women's Apparel,48.00 ,54,"2,592 ",933 ,36%
4341,15/11/2021,Men's Street Footwear,58.00 ,136,"7,888 ","4,969 ",63%
4342,16/11/2021,Men's Athletic Footwear,54.00 ,53,"2,862 ","1,145 ",40%
4343,17/11/2021,Women's Street Footwear,52.00 ,42,"2,184 ","1,005 ",46%
4344,18/11/2021,Women's Athletic Footwear,51.00 ,29,"1,479 ",695 ,47%
4345,19/11/2021,Men's Apparel,59.00 ,31,"1,829 ",768 ,42%
4346,20/11/2021,Women's Apparel,64.00 ,63,"4,032 ","1,814 ",45%
4347,21/11/2021,Men's Street Footwear,64.00 ,135,"8,640 ","5,616 ",65%
4348,22/11/2021,Men's Athletic Footwear,59.00 ,70,"4,130 ","1,900 ",46%
4349,23/11/2021,Women's Street Footwear,52.00 ,44,"2,288 ","1,144 ",50%
4350,24/11/2021,Women's Athletic Footwear,52.00 ,39,"2,028 ","1,075 ",53%
4351,25/11/2021,Men's Apparel,60.00 ,45,"2,700 ","1,242 ",46%
4352,26/11/2021,Women's Apparel,65.00 ,81,"5,265 ","2,211 ",42%
4353,27/11/2021,Men's Street Footwear,60.00 ,145,"8,700 ","5,829 ",67%
4354,28/11/2021,Men's Athletic Footwear,55.00 ,90,"4,950 ","2,475 ",50%
4355,29/11/2021,Women's Street Footwear,51.00 ,59,"3,009 ","1,505 ",50%
4356,30/11/2021,Women's Athletic Footwear,51.00 ,44,"2,244 ","1,189 ",53%
4357,01/12/2021,Men's Apparel,64.00 ,60,"3,840 ","1,843 ",48%
4358,02/12/2021,Women's Apparel,64.00 ,98,"6,272 ","2,634 ",42%
4359,03/12/2021,Men's Street Footwear,60.00 ,158,"9,480 ","6,257 ",66%
4360,04/12/2021,Men's Athletic Footwear,54.00 ,75,"4,050 ","1,904 ",47%
4361,05/12/2021,Women's Street Footwear,54.00 ,61,"3,294 ","1,812 ",55%
4362,06/12/2021,Women's Athletic Footwear,53.00 ,58,"3,074 ","1,660 ",54%
4363,07/12/2021,Men's Apparel,61.00 ,46,"2,806 ","1,291 ",46%
4364,08/12/2021,Women's Apparel,64.00 ,95,"6,080 ","2,614 ",43%
4365,09/12/2021,Men's Street Footwear,62.00 ,143,"8,866 ","5,320 ",60%
4366,10/12/2021,Men's Athletic Footwear,48.00 ,80,"3,840 ","1,536 ",40%
4367,11/12/2021,Women's Street Footwear,41.00 ,50,"2,050 ",923 ,45%
4368,12/12/2021,Women's Athletic Footwear,41.00 ,53,"2,173 ","1,021 ",47%
4369,13/12/2021,Men's Apparel,50.00 ,36,"1,800 ",810 ,45%
4370,14/12/2021,Women's Apparel,55.00 ,61,"3,355 ","1,342 ",40%
4371,15/12/2021,Men's Street Footwear,55.00 ,104,"5,720 ","3,546 ",62%
4372,16/12/2021,Men's Athletic Footwear,47.00 ,63,"2,961 ","1,244 ",42%
4373,17/12/2021,Women's Street Footwear,48.00 ,34,"1,632 ",734 ,45%
4374,18/12/2021,Women's Athletic Footwear,48.00 ,29,"1,392 ",626 ,45%
4375,19/12/2021,Men's Apparel,56.00 ,27,"1,512 ",650 ,43%
4376,20/12/2021,Women's Apparel,60.00 ,63,"3,780 ","1,474 ",39%
4377,21/12/2021,Men's Street Footwear,66.00 ,113,"7,458 ","4,848 ",65%
4378,22/12/2021,Men's Athletic Footwear,55.00 ,60,"3,300 ","1,551 ",47%
4379,23/12/2021,Women's Street Footwear,55.00 ,55,"3,025 ","1,603 ",53%
4380,24/12/2021,Women's Athletic Footwear,56.00 ,44,"2,464 ","1,257 ",51%
4381,25/12/2021,Men's Apparel,64.00 ,42,"2,688 ","1,290 ",48%
4382,26/12/2021,Women's Apparel,71.00 ,65,"4,615 ","2,031 ",44%
4383,27/12/2021,Men's Street Footwear,67.00 ,124,"8,308 ","5,733 ",69%
4384,28/12/2021,Men's Athletic Footwear,55.00 ,69,"3,795 ","1,708 ",45%
4385,29/12/2021,Women's Street Footwear,55.00 ,65,"3,575 ","1,895 ",53%
4386,30/12/2021,Women's Athletic Footwear,57.00 ,53,"3,021 ","1,601 ",53%
4387,31/12/2021,Men's Apparel,63.00 ,47,"2,961 ","1,362 ",46%
4388,01/01/2020,Women's Apparel,68.00 ,83,"5,644 ","2,427 ",43%
4389,02/01/2020,Men's Street Footwear,32.00 ,122,"3,904 ","1,991 ",51%
4390,03/01/2020,Men's Athletic Footwear,44.00 ,117,"5,148 ","1,905 ",37%
4391,04/01/2020,Women's Street Footwear,41.00 ,117,"4,797 ","2,590 ",54%
4392,05/01/2020,Women's Athletic Footwear,43.00 ,87,"3,741 ","1,871 ",50%
4393,06/01/2020,Men's Apparel,47.00 ,70,"3,290 ","2,139 ",65%
4394,07/01/2020,Women's Apparel,41.00 ,128,"5,248 ","1,574 ",30%
4395,08/01/2020,Men's Street Footwear,34.00 ,158,"5,372 ","2,686 ",50%
4396,09/01/2020,Men's Athletic Footwear,43.00 ,128,"5,504 ","2,202 ",40%
4397,10/01/2020,Women's Street Footwear,41.00 ,119,"4,879 ","2,586 ",53%
4398,11/01/2020,Women's Athletic Footwear,44.00 ,74,"3,256 ","1,498 ",46%
4399,12/01/2020,Men's Apparel,46.00 ,52,"2,392 ","1,674 ",70%
4400,13/01/2020,Women's Apparel,41.00 ,116,"4,756 ","1,617 ",34%
4401,14/01/2020,Men's Street Footwear,43.00 ,160,"6,880 ","3,784 ",55%
4402,15/01/2020,Men's Athletic Footwear,50.00 ,120,"6,000 ","2,400 ",40%
4403,16/01/2020,Women's Street Footwear,52.00 ,104,"5,408 ","2,866 ",53%
4404,17/01/2020,Women's Athletic Footwear,50.00 ,84,"4,200 ","1,974 ",47%
4405,18/01/2020,Men's Apparel,55.00 ,47,"2,585 ","1,810 ",70%
4406,19/01/2020,Women's Apparel,54.00 ,94,"5,076 ","1,726 ",34%
4407,20/01/2020,Men's Street Footwear,58.00 ,143,"8,294 ","4,230 ",51%
4408,21/01/2020,Men's Athletic Footwear,62.00 ,102,"6,324 ","2,403 ",38%
4409,22/01/2020,Women's Street Footwear,61.00 ,120,"7,320 ","3,880 ",53%
4410,23/01/2020,Women's Athletic Footwear,59.00 ,75,"4,425 ","2,036 ",46%
4411,24/01/2020,Men's Apparel,63.00 ,52,"3,276 ","2,162 ",66%
4412,25/01/2020,Women's Apparel,78.00 ,95,"7,410 ","2,519 ",34%
4413,26/01/2020,Men's Street Footwear,58.00 ,149,"8,642 ","5,012 ",58%
4414,27/01/2020,Men's Athletic Footwear,60.00 ,104,"6,240 ","2,683 ",43%
4415,28/01/2020,Women's Street Footwear,63.00 ,116,"7,308 ","4,166 ",57%
4416,29/01/2020,Women's Athletic Footwear,57.00 ,90,"5,130 ","2,565 ",50%
4417,30/01/2020,Men's Apparel,60.00 ,60,"3,600 ","2,520 ",70%
4418,31/01/2020,Women's Apparel,78.00 ,131,"10,218 ","3,576 ",35%
4419,01/02/2020,Men's Street Footwear,56.00 ,189,"10,584 ","6,033 ",57%
4420,02/02/2020,Men's Athletic Footwear,62.00 ,165,"10,230 ","4,194 ",41%
4421,03/02/2020,Women's Street Footwear,62.00 ,165,"10,230 ","6,036 ",59%
4422,04/02/2020,Women's Athletic Footwear,58.00 ,111,"6,438 ","3,283 ",51%
4423,05/02/2020,Men's Apparel,59.00 ,81,"4,779 ","3,536 ",74%
4424,06/02/2020,Women's Apparel,73.00 ,174,"12,702 ","5,081 ",40%
4425,07/02/2020,Men's Street Footwear,58.00 ,218,"12,644 ","6,701 ",53%
4426,08/02/2020,Men's Athletic Footwear,61.00 ,174,"10,614 ","3,821 ",36%
4427,09/02/2020,Women's Street Footwear,61.00 ,143,"8,723 ","4,623 ",53%
4428,10/02/2020,Women's Athletic Footwear,55.00 ,117,"6,435 ","3,153 ",49%
4429,11/02/2020,Men's Apparel,60.00 ,130,"7,800 ","5,460 ",70%
4430,12/02/2020,Women's Apparel,78.00 ,145,"11,310 ","3,393 ",30%
4431,13/02/2020,Men's Street Footwear,62.00 ,210,"13,020 ","6,901 ",53%
4432,14/02/2020,Men's Athletic Footwear,64.00 ,182,"11,648 ","4,543 ",39%
4433,15/02/2020,Women's Street Footwear,60.00 ,152,"9,120 ","4,742 ",52%
4434,16/02/2020,Women's Athletic Footwear,64.00 ,124,"7,936 ","3,730 ",47%
4435,17/02/2020,Men's Apparel,68.00 ,138,"9,384 ","6,381 ",68%
4436,18/02/2020,Women's Apparel,78.00 ,108,"8,424 ","2,864 ",34%
4437,19/02/2020,Men's Street Footwear,56.00 ,174,"9,744 ","4,677 ",48%
4438,20/02/2020,Men's Athletic Footwear,61.00 ,162,"9,882 ","3,360 ",34%
4439,21/02/2020,Women's Street Footwear,57.00 ,117,"6,669 ","3,335 ",50%
4440,22/02/2020,Women's Athletic Footwear,58.00 ,112,"6,496 ","2,858 ",44%
4441,23/02/2020,Men's Apparel,67.00 ,120,"8,040 ","4,904 ",61%
4442,24/02/2020,Women's Apparel,74.00 ,113,"8,362 ","2,509 ",30%
4443,25/02/2020,Men's Street Footwear,56.00 ,138,"7,728 ","3,787 ",49%
4444,26/02/2020,Men's Athletic Footwear,59.00 ,165,"9,735 ","3,407 ",35%
4445,27/02/2020,Women's Street Footwear,54.00 ,109,"5,886 ","2,649 ",45%
4446,28/02/2020,Women's Athletic Footwear,54.00 ,105,"5,670 ","2,381 ",42%
4447,01/03/2020,Men's Apparel,63.00 ,81,"5,103 ","3,113 ",61%
4448,02/03/2020,Women's Apparel,68.00 ,94,"6,392 ","1,598 ",25%
4449,03/03/2020,Men's Street Footwear,57.00 ,155,"8,835 ","4,241 ",48%
4450,04/03/2020,Men's Athletic Footwear,64.00 ,150,"9,600 ","3,264 ",34%
4451,05/03/2020,Women's Street Footwear,55.00 ,106,"5,830 ","2,682 ",46%
4452,06/03/2020,Women's Athletic Footwear,56.00 ,108,"6,048 ","2,480 ",41%
4453,07/03/2020,Men's Apparel,64.00 ,88,"5,632 ","3,604 ",64%
4454,08/03/2020,Women's Apparel,68.00 ,133,"9,044 ","2,351 ",26%
4455,09/03/2020,Men's Street Footwear,58.00 ,196,"11,368 ","5,343 ",47%
4456,10/03/2020,Men's Athletic Footwear,62.00 ,189,"11,718 ","3,984 ",34%
4457,11/03/2020,Women's Street Footwear,59.00 ,119,"7,021 ","3,300 ",47%
4458,12/03/2020,Women's Athletic Footwear,57.00 ,133,"7,581 ","3,336 ",44%
4459,13/03/2020,Men's Apparel,69.00 ,112,"7,728 ","4,637 ",60%
4460,14/03/2020,Women's Apparel,74.00 ,150,"11,100 ","2,997 ",27%
4461,15/03/2020,Men's Street Footwear,28.00 ,123,"3,444 ","1,722 ",50%
4462,16/03/2020,Men's Athletic Footwear,38.00 ,123,"4,674 ","1,542 ",33%
4463,17/03/2020,Women's Street Footwear,39.00 ,115,"4,485 ","2,063 ",46%
4464,18/03/2020,Women's Athletic Footwear,38.00 ,72,"2,736 ","1,231 ",45%
4465,19/03/2020,Men's Apparel,41.00 ,56,"2,296 ","1,469 ",64%
4466,20/03/2020,Women's Apparel,37.00 ,128,"4,736 ","1,231 ",26%
4467,21/03/2020,Men's Street Footwear,27.00 ,131,"3,537 ","1,698 ",48%
4468,22/03/2020,Men's Athletic Footwear,38.00 ,111,"4,218 ","1,265 ",30%
4469,23/03/2020,Women's Street Footwear,38.00 ,123,"4,674 ","2,337 ",50%
4470,24/03/2020,Women's Athletic Footwear,36.00 ,72,"2,592 ","1,166 ",45%
4471,25/03/2020,Men's Apparel,43.00 ,58,"2,494 ","1,546 ",62%
4472,26/03/2020,Women's Apparel,37.00 ,116,"4,292 ","1,159 ",27%
4473,27/03/2020,Men's Street Footwear,37.00 ,165,"6,105 ","2,930 ",48%
4474,28/03/2020,Men's Athletic Footwear,48.00 ,112,"5,376 ","1,828 ",34%
4475,29/03/2020,Women's Street Footwear,51.00 ,116,"5,916 ","2,899 ",49%
4476,30/03/2020,Women's Athletic Footwear,51.00 ,90,"4,590 ","1,974 ",43%
4477,31/03/2020,Men's Apparel,56.00 ,39,"2,184 ","1,310 ",60%
4478,01/04/2020,Women's Apparel,52.00 ,95,"4,940 ","1,433 ",29%
4479,02/04/2020,Men's Street Footwear,55.00 ,131,"7,205 ","3,386 ",47%
4480,03/04/2020,Men's Athletic Footwear,59.00 ,94,"5,546 ","1,941 ",35%
4481,04/04/2020,Women's Street Footwear,61.00 ,113,"6,893 ","3,447 ",50%
4482,05/04/2020,Women's Athletic Footwear,56.00 ,74,"4,144 ","1,782 ",43%
4483,06/04/2020,Men's Apparel,62.00 ,44,"2,728 ","1,664 ",61%
4484,07/04/2020,Women's Apparel,72.00 ,98,"7,056 ","1,764 ",25%
4485,08/04/2020,Men's Street Footwear,55.00 ,131,"7,205 ","4,395 ",61%
4486,09/04/2020,Men's Athletic Footwear,60.00 ,105,"6,300 ","2,898 ",46%
4487,10/04/2020,Women's Street Footwear,59.00 ,98,"5,782 ","3,469 ",60%
4488,11/04/2020,Women's Athletic Footwear,58.00 ,69,"4,002 ","2,361 ",59%
4489,12/04/2020,Men's Apparel,63.00 ,44,"2,772 ","2,107 ",76%
4490,13/04/2020,Women's Apparel,74.00 ,133,"9,842 ","4,232 ",43%
4491,14/04/2020,Men's Street Footwear,54.00 ,189,"10,206 ","6,532 ",64%
4492,15/04/2020,Men's Athletic Footwear,59.00 ,144,"8,496 ","4,248 ",50%
4493,16/04/2020,Women's Street Footwear,64.00 ,150,"9,600 ","6,144 ",64%
4494,17/04/2020,Women's Athletic Footwear,62.00 ,135,"8,370 ","5,022 ",60%
4495,18/04/2020,Men's Apparel,66.00 ,91,"6,006 ","4,625 ",77%
4496,19/04/2020,Women's Apparel,83.00 ,181,"15,023 ","6,460 ",43%
4497,20/04/2020,Men's Street Footwear,64.00 ,202,"12,928 ","7,757 ",60%
4498,21/04/2020,Men's Athletic Footwear,67.00 ,188,"12,596 ","5,038 ",40%
4499,22/04/2020,Women's Street Footwear,67.00 ,161,"10,787 ","5,933 ",55%
4500,23/04/2020,Women's Athletic Footwear,61.00 ,143,"8,723 ","4,536 ",52%
4501,24/04/2020,Men's Apparel,67.00 ,131,"8,777 ","6,144 ",70%
4502,25/04/2020,Women's Apparel,78.00 ,137,"10,686 ","4,274 ",40%
4503,26/04/2020,Men's Street Footwear,63.00 ,196,"12,348 ","7,285 ",59%
4504,27/04/2020,Men's Athletic Footwear,73.00 ,189,"13,797 ","5,795 ",42%
4505,28/04/2020,Women's Street Footwear,67.00 ,143,"9,581 ","5,461 ",57%
4506,29/04/2020,Women's Athletic Footwear,63.00 ,135,"8,505 ","4,593 ",54%
4507,30/04/2020,Men's Apparel,74.00 ,140,"10,360 ","7,563 ",73%
4508,01/05/2020,Women's Apparel,74.00 ,100,"7,400 ","2,590 ",35%
4509,02/05/2020,Men's Street Footwear,59.00 ,162,"9,558 ","5,066 ",53%
4510,03/05/2020,Men's Athletic Footwear,69.00 ,168,"11,592 ","4,173 ",36%
4511,04/05/2020,Women's Street Footwear,60.00 ,113,"6,780 ","3,390 ",50%
4512,05/05/2020,Women's Athletic Footwear,59.00 ,100,"5,900 ","2,832 ",48%
4513,06/05/2020,Men's Apparel,74.00 ,120,"8,880 ","6,127 ",69%
4514,07/05/2020,Women's Apparel,65.00 ,106,"6,890 ","2,136 ",31%
4515,08/05/2020,Men's Street Footwear,51.00 ,137,"6,987 ","3,494 ",50%
4516,09/05/2020,Men's Athletic Footwear,54.00 ,152,"8,208 ","2,873 ",35%
4517,10/05/2020,Women's Street Footwear,51.00 ,102,"5,202 ","2,601 ",50%
4518,11/05/2020,Women's Athletic Footwear,53.00 ,85,"4,505 ","2,072 ",46%
4519,12/05/2020,Men's Apparel,64.00 ,75,"4,800 ","3,168 ",66%
4520,13/05/2020,Women's Apparel,65.00 ,105,"6,825 ","2,048 ",30%
4521,14/05/2020,Men's Street Footwear,52.00 ,150,"7,800 ","4,290 ",55%
4522,15/05/2020,Men's Athletic Footwear,55.00 ,150,"8,250 ","3,053 ",37%
4523,16/05/2020,Women's Street Footwear,51.00 ,128,"6,528 ","3,460 ",53%
4524,17/05/2020,Women's Athletic Footwear,60.00 ,116,"6,960 ","3,341 ",48%
4525,18/05/2020,Men's Apparel,68.00 ,105,"7,140 ","4,927 ",69%
4526,19/05/2020,Women's Apparel,73.00 ,130,"9,490 ","2,942 ",31%
4527,20/05/2020,Men's Street Footwear,59.00 ,203,"11,977 ","6,228 ",52%
4528,21/05/2020,Men's Athletic Footwear,64.00 ,182,"11,648 ","4,426 ",38%
4529,22/05/2020,Women's Street Footwear,60.00 ,125,"7,500 ","4,125 ",55%
4530,23/05/2020,Women's Athletic Footwear,63.00 ,125,"7,875 ","3,544 ",45%
4531,24/05/2020,Men's Apparel,68.00 ,115,"7,820 ","5,239 ",67%
4532,25/05/2020,Women's Apparel,75.00 ,137,"10,275 ","3,391 ",33%
4533,26/05/2020,Men's Street Footwear,36.00 ,117,"4,212 ","1,727 ",41%
4534,27/05/2020,Men's Athletic Footwear,48.00 ,131,"6,288 ","2,515 ",40%
4535,28/05/2020,Women's Street Footwear,46.00 ,135,"6,210 ","2,174 ",35%
4536,29/05/2020,Women's Athletic Footwear,49.00 ,78,"3,822 ","1,567 ",41%
4537,30/05/2020,Men's Apparel,51.00 ,73,"3,723 ","1,452 ",39%
4538,31/05/2020,Women's Apparel,46.00 ,125,"5,750 ","1,783 ",31%
4539,01/06/2020,Men's Street Footwear,36.00 ,138,"4,968 ","2,136 ",43%
4540,02/06/2020,Men's Athletic Footwear,47.00 ,131,"6,157 ","2,401 ",39%
4541,03/06/2020,Women's Street Footwear,47.00 ,122,"5,734 ","2,236 ",39%
4542,04/06/2020,Women's Athletic Footwear,48.00 ,87,"4,176 ","1,754 ",42%
4543,05/06/2020,Men's Apparel,52.00 ,65,"3,380 ","1,352 ",40%
4544,06/06/2020,Women's Apparel,46.00 ,123,"5,658 ","1,754 ",31%
4545,07/06/2020,Men's Street Footwear,46.00 ,167,"7,682 ","3,457 ",45%
4546,08/06/2020,Men's Athletic Footwear,58.00 ,115,"6,670 ","2,401 ",36%
4547,09/06/2020,Women's Street Footwear,60.00 ,115,"6,900 ","2,760 ",40%
4548,10/06/2020,Women's Athletic Footwear,64.00 ,85,"5,440 ","2,285 ",42%
4549,11/06/2020,Men's Apparel,69.00 ,46,"3,174 ","1,206 ",38%
4550,12/06/2020,Women's Apparel,62.00 ,105,"6,510 ","2,213 ",34%
4551,13/06/2020,Men's Street Footwear,68.00 ,160,"10,880 ","4,787 ",44%
4552,14/06/2020,Men's Athletic Footwear,71.00 ,88,"6,248 ","2,437 ",39%
4553,15/06/2020,Women's Street Footwear,74.00 ,120,"8,880 ","3,463 ",39%
4554,16/06/2020,Women's Athletic Footwear,55.00 ,90,"4,950 ","2,079 ",42%
4555,17/06/2020,Men's Apparel,59.00 ,56,"3,304 ","1,322 ",40%
4556,18/06/2020,Women's Apparel,78.00 ,88,"6,864 ","2,196 ",32%
4557,19/06/2020,Men's Street Footwear,55.00 ,165,"9,075 ","3,721 ",41%
4558,20/06/2020,Men's Athletic Footwear,60.00 ,108,"6,480 ","2,462 ",38%
4559,21/06/2020,Women's Street Footwear,61.00 ,120,"7,320 ","2,782 ",38%
4560,22/06/2020,Women's Athletic Footwear,59.00 ,90,"5,310 ","2,336 ",44%
4561,23/06/2020,Men's Apparel,60.00 ,52,"3,120 ","1,186 ",38%
4562,24/06/2020,Women's Apparel,75.00 ,125,"9,375 ","3,094 ",33%
4563,25/06/2020,Men's Street Footwear,71.00 ,195,"13,845 ","5,815 ",42%
4564,26/06/2020,Men's Athletic Footwear,74.00 ,188,"13,912 ","5,147 ",37%
4565,27/06/2020,Women's Street Footwear,72.00 ,163,"11,736 ","4,460 ",38%
4566,28/06/2020,Women's Athletic Footwear,75.00 ,125,"9,375 ","3,750 ",40%
4567,29/06/2020,Men's Apparel,82.00 ,105,"8,610 ","3,358 ",39%
4568,30/06/2020,Women's Apparel,98.00 ,182,"17,836 ","6,064 ",34%
